catalog,position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Kenya,Member of the National Assembly,Edwin Kipruto Barchilei,Q111188241,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Ejidius Njogu Barua,Q111188242,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Elias Bare Shill,Q111188243,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Elijah Mosomi Moindi,Q111188244,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Elisha Kipkorir Busienei,Q111188245,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,John Kiragu Chege,Q111188246,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Stephen Muriuki Ngare,Q111188247,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Eric Arap Keter,Q111188248,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Esther Nyambura Gathogo,Q111188249,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Eusilah Jepkosgei Ngeny,Q111188250,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Florence Kajuju,Q111188251,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Francis Kigo Njenga,Q111188252,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Francis Mwangangi Kilonzo,Q111188253,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Francis Waweru Nderitu,Q111188254,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,G.J. Munuve Mati,Q111188255,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,George Mike Wanjohi,Q111188256,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,George Oner Ogalo,Q111188257,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,George Washinton Mallan Omondi,Q111188258,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Gideon Maitha,Q111188259,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Halima Ware Duri,Q111188260,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Harrison Garama Kombe,Q111188261,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Hassan Abdi Dukicha,Q111188262,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Hassan Aden Osman,Q111188263,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Hassan Mohamed Mwanyoha,Q111188264,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Hellen Chelangat Chepkwony,Q111188265,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Hezron Awiti Bollo,Q111188266,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Willy Mtengo,Q111188267,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Ibrahim Abdi Saney,Q111188268,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Ibrahim Ahmed Abass,Q111188269,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Ibrahim Ahmed Sane,Q111188270,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Jackson Kipkorir Rop,Q111188271,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Jacob Waweru Macharia,Q111188272,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,James Kimaru Bett,Q111188273,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,James Ndungu Gethenji,Q111188274,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Jane Agnes Wanjira Machira,Q111188275,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Jared Odhiambo Opiyo,Q111188276,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Joash Odhiambo Olum,Q111188277,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Joe Musyimi Mutambu,Q111188278,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Joel Onyancha,Q111188279,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,John Bomet Serut,Q111188280,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,John Karanja Kihagi,Q111188281,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,John Muriithi Waiganjo,Q111188282,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,John Njoroge Chege,Q111188283,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,John Ogutu Omondi,Q111188284,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,John Owuor Onyango Kobado,Q111188285,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Jonathan Lelelit Lati,Q111188287,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Joseph M'eruaki M'uthari,Q111188288,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Joseph Mburu Kahangara,Q111188289,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Joseph Ngugi Nyumu,Q111188290,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Joseph Obiero Ndiege,Q111188291,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Joseph Samal Lomwa,Q111188292,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Joyce Wanjalah Lay,Q111188293,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Julius Ndegwa Kariuki,Q111188294,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Justice Kipsang Kemei,Q111188295,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Ken Obura Mirenga,Q111188296,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Lawrence Mpuru Aburi,Q111188297,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Leonard Kipkosgei Sang,Q111188298,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Lisamula Silverse Anami,Q111188299,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Mahbub Fathia,Q111188300,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Manson Nyamweya,Q111188301,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Marcus Mutua Muluvi,Q111188302,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Mary Emaase Otuch,Q111188303,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Mary Njoki G Mbugua,Q111188304,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Mary Sally Keraa,Q111188305,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Mary Wambui Munene,Q111188306,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Mathew Lekidime Lempurkel,Q111188307,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Maweu Kyengo Katatha,Q111188308,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Michael Aringo Onyura,Q111188309,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Michael Manthi Kisoi,Q111188310,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Mohamed Abdi Haji Mohamed,Q111188311,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Mohamed Adan Huka,Q111188312,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Mohamed Muktar Shidiye,Q111188313,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Mwinga Gunga Chea,Q111188315,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Nasra Ibrahim Ibren,Q111188316,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Nicholas Ngikor Nixon,Q111188317,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Patrick Keturet Ole Ntutu,Q111188318,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Patrick Wangamati,Q111188319,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Paul Kipchirchir Bii,Q111188320,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Peter Kamande Mwangi,Q111188321,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Peter Safari Shehe,Q111188322,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Peter Weru Kinyua,Q111188323,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Philip Lotiolo Ruto Rotino,Q111188324,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Priscilla Nyokabi Kanyua,Q111188325,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Protus Ewesit Akujah,Q111188326,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Rachel Ameso Amolo,Q111188327,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Raphael Milikau Otaalo,Q111188328,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Rashid Juma Bedzimba,Q111188329,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Regina Nthambi Muia,Q111188330,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Regina Nyeris Changorok,Q111188331,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Roba Duba Bonaya,Q111188332,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Rose Nyamunga,Q111188333,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Rose Rwamba Mitaru,Q111188334,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Salim Idd Mustafa,Q111188335,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Sammy Cheruiyot Koech,Q111188336,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Samuel Gonzi Rai,Q111188337,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Samuel Kamunye Gichigi,Q111188338,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Samuel Kiprono Chepkonga,Q111188339,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Samuel Mathenge Ndiritu,Q111188340,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Shaaban Ali Isaack,Q111188341,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Shadrack Roger Mwita Manga,Q111188342,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Shakila Abdalla,Q111188343,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Silvance Osele Onyango,Q111188344,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Stephen Kengere Manoti,Q111188345,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Stephen Kinyanjui Mburu Kk,Q111188346,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Stephen Kirwa Bitok,Q111188347,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Stephen Wachira Karani,Q111188348,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Steven Kariuki,Q111188349,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Suleiman Murunga Kasuti,Q111188350,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Susan Kipketer Chebet,Q111188351,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Timothy Moseti Bosire,Q111188352,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Tirus Nyingi Ngahu,Q111188353,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Tiyah Galgalo Ali,Q111188354,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Winnie Karimi Njuguna,Q111188355,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Zainab Kalekye Chidzuga,Q111188356,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Ali Rasso Dido,Q15733971,2013-03-28,2017-08-07,male,1961-10-23,,,Ali Rasso Dido
Kenya,Member of the National Assembly,Humphrey Kimani Njuguna,Q16194232,2013-03-28,2017-08-07,male,1961-07-17,,,Humphrey Kimani Njuguna
Kenya,Member of the National Assembly,Irshadali Sumra,Q16194826,2013-03-28,2017-08-07,male,1962-12-09,,,Irshadali Sumra
Kenya,Member of the National Assembly,Sabina Wanjiru Chege,Q16214164,2013-03-28,2017-08-07,female,1978-08-10,,Sabina Chege at John De'Mathew Memorial.jpg,Sabina Chege
Kenya,Member of the National Assembly,Benson Mbai Itwiku,Q16226678,2013-03-28,2017-08-07,male,,,,Benson Mbai Itwiku
Kenya,Member of the National Assembly,Joseph Lekuton,Q16499778,2013-03-28,2017-08-07,male,,,,Joseph Lekuton
Kenya,Member of the National Assembly,Japhet Kareke Mbiuki,Q16730588,2013-03-28,2017-08-07,male,,,,Japhet Kareke Mbiuki
Kenya,Member of the National Assembly,Joseph Nganga Kiuna,Q16730905,2013-03-28,2017-08-07,male,1965,,,Joseph Nganga Kiuna
Kenya,Member of the National Assembly,Moses Lessonet,Q16731419,2013-03-28,2017-08-07,male,1968-10-05,,,Moses Lessonet
Kenya,Member of the National Assembly,Julius Kibiwott Melly,Q16732461,2013-03-28,2017-08-07,male,,,,Julius Kibiwott Melly
Kenya,Member of the National Assembly,Moses ole Sakuda,Q16733692,2013-03-28,2017-08-07,male,,,,Moses ole Sakuda
Kenya,Member of the National Assembly,Sonia Birdi,Q16842239,2013-03-28,2017-08-07,female,,,,Sonia Birdi
Kenya,Member of the National Assembly,Abdul Rahim Dawood,Q16864850,2013-03-28,2017-08-07,male,1965,,,Abdul Rahim Dawood
Kenya,Member of the National Assembly,Kinoti Gatobu,Q16866303,2013-03-28,2017-08-07,male,1986,,,Kinoti Gatobu
Kenya,Member of the National Assembly,Naomi Shaban,Q16885582,2013-03-28,2017-08-07,female,,,,Naomi Shaban
Kenya,Member of the National Assembly,Peris Tobiko,Q16886147,2013-03-28,2017-08-07,female,,,,Peris Tobiko
Kenya,Member of the National Assembly,Shukran Hussein Gure,Q17198176,2013-03-28,2017-08-07,female,1978-06-06,,Shukrangure.jpg,Shukran Hussein Gure
Kenya,Member of the National Assembly,Grace Kiptui,Q17386192,2013-03-28,2017-08-07,female,1967,,,Grace Kiptui
Kenya,Member of the National Assembly,Fatuma Ibrahim Ali,Q17411041,2013-03-28,2017-08-07,female,,,,Fatuma Ibrahim Ali
Kenya,Member of the National Assembly,Robert Pukose,Q18098773,2013-03-28,2017-08-07,male,,,,Robert Pukose
Kenya,Member of the National Assembly,Samuel Chumel Moroto,Q18207112,2013-03-28,2017-08-07,male,1960,,,Samuel Moroto
Kenya,Member of the National Assembly,Grace Jelagat Kipchoim,Q18217506,2013-03-28,2017-08-07,female,1962-01-03,2018-04-20,,Grace Jelagat Kipchoim
Kenya,Member of the National Assembly,Khatib Mwashetani,Q18388019,2013-03-28,2017-08-07,male,,,,Khatib Mwashetani
Kenya,Member of the National Assembly,George Muchai,Q19008951,2013-03-28,2017-08-07,male,1955,2015-02-07,,George Muchai
Kenya,Member of the National Assembly,Robert Mbui,Q19604826,2013-03-28,2017-08-07,male,,,,Robert Mbui
Kenya,Member of the National Assembly,Oburu Odinga,Q2013243,2013-03-28,2017-08-07,male,1943-10-15,,,Oburu Odinga
Kenya,Member of the National Assembly,Isaac Mwaura,Q20744564,2013-03-28,2017-08-07,male,1982-05-29,,SEN. DR ISAAC MWAURA.jpg,Mwaura Isaac Maigua
Kenya,Member of the National Assembly,Gideon Mwiti,Q21062735,2013-03-28,2017-08-07,male,1960-12-06,,,Gideon Mwiti
Kenya,Member of the National Assembly,Moses Kuria,Q22278744,2013-03-28,2017-08-07,male,,,,Moses Kuria
Kenya,Member of the National Assembly,Richard Makenga,Q22279006,2013-03-28,2017-08-07,male,,,,Richard Makenga
Kenya,Member of the National Assembly,Timothy Wanyonyi Wetangula,Q23887512,2013-03-28,2017-08-07,male,,,HON. TIM WANYONYI.jpg,Tim Wanyonyi
Kenya,Member of the National Assembly,Alice Muthoni Wahome,Q26923586,2013-03-28,2017-08-07,female,,,Alice Muthoni Wahome-Photo.jpg,Alice Wahome
Kenya,Member of the National Assembly,Irungu Kang'ata,Q28113009,2013-03-28,2017-08-07,male,1980,,IKangata.jpg,Irungu Kang'ata
Kenya,Member of the National Assembly,Sakaja Johnson,Q28967580,2013-03-28,2017-08-07,male,1985-02-02,,,Johnson Sakaja
Kenya,Member of the National Assembly,Elijah Lagat,Q346046,2013-03-28,2017-08-07,male,1966-06-19,,,Elijah Lagat
Kenya,Member of the National Assembly,Muthomi Njuki,Q43927930,2013-03-28,2017-08-07,male,1968,,,Muthomi Njuki
Kenya,Member of the National Assembly,Wesley Korir,Q447119,2013-03-28,2017-07-16,male,1982-11-15,,Wesley Korir 2012 Boston Marathon.jpg,Wesley Korir
Kenya,Member of the National Assembly,Francis Nyenze,Q46190459,2013-03-28,2017-08-07,male,1957-06-02,2017-12-06,,Francis Nyenze
Kenya,Member of the National Assembly,Ababu Namwamba,Q4663137,2013-03-28,2017-08-07,male,,,"Hon Ababu Namwamba taking oath of office as Minister for Sports and Youth Affairs before President Mwai Kibaki at Harambee House, Nairobi 2013-08-23 17-37.jpg",Ababu Namwamba
Kenya,Member of the National Assembly,Yusuf Hassan Abdi,Q4664957,2013-03-28,2017-08-07,male,1953-03-09,,Yusuf Hassan Abdi (cropped).jpg,Yusuf Hassan Abdi
Kenya,Member of the National Assembly,Adan Keynan Wehliye,Q4680594,2013-03-28,2017-08-07,male,,,,Adan Keynan Wehliye
Kenya,Member of the National Assembly,Aden Bare Duale,Q4682154,2013-03-28,2017-08-07,male,1969,,,Aden Duale
Kenya,Member of the National Assembly,Ahmed Shakeel Shabbir Ahmed,Q4696013,2013-03-28,2017-08-07,male,1957-01-01,,,Shakeel Shabbir
Kenya,Member of the National Assembly,Alex Muthengi Mwiru,Q4717538,2013-03-28,2017-08-07,male,,,,Alex Muthengi Mwiru
Kenya,Member of the National Assembly,Alfred Sambu,Q4723395,2013-03-28,2017-08-07,male,1944,,,Alfred Sambu
Kenya,Member of the National Assembly,Gladys Wanga,Q47489052,2013-03-28,2017-08-07,female,,,,Gladys Wanga
Kenya,Member of the National Assembly,Janet Marania Teyiaa,Q47490039,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Zuleikha Ju Ma Hassan,Q47490050,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Rose Museo Mumo,Q47490054,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Roselinda Soipan Tuya,Q47490064,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Maison Leshoomo,Q47490069,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Christine Ombaka,Q47490071,2013-03-28,2017-08-07,female,,,,Christine Ombaka
Kenya,Member of the National Assembly,Beatrice Nkatha Nyaga,Q47490074,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Janet Nangabo Wanyama,Q47490075,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Joyce Akai Emanikor,Q47490076,2013-03-28,2017-08-07,female,,,,Joyce Emanikor
Kenya,Member of the National Assembly,Gideon Sitelu Konchela,Q47493894,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Athanas Misiko Wafula Wamunyinyi,Q47493900,2013-03-28,2017-08-07,male,,,,Wafula Wamunyinyi
Kenya,Member of the National Assembly,David Gikaria,Q47493905,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Isaac Waihenya Ndirangu,Q47493910,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Korei Ole Lemein,Q47493913,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,James Wambura Nyikal,Q47493920,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Omar Mwinyi Shimbwa,Q47493923,2013-03-28,2017-08-07,male,1958-08-01,,,Omar Mwinyi
Kenya,Member of the National Assembly,Charles Gumini Gimose,Q47493925,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Samuel Arama,Q47493930,2013-03-28,2017-08-07,male,,,,Samuel Arama
Kenya,Member of the National Assembly,Richard Moitalei Ole Kenta,Q47493933,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,David Njuguna Kiaraho,Q47493935,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Alfred Agoi Masadia,Q47493940,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,James Lusweti Mukwe,Q47493944,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,James Mwangi Gakuya,Q47493951,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Ali Wario,Q47493953,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Christopher Omulele,Q47493956,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Mathenge James Kanini Kega,Q47493958,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Ben George Orori Momanyi,Q47493961,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Johana Ngeno Kipyegon,Q47493962,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Bady Twalib Bady,Q47493964,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Suleiman Dori,Q47493967,2013-03-28,2017-08-07,male,1977-10-19,2020-03-09,,Suleiman Dori
Kenya,Member of the National Assembly,George Theuri,Q47493970,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Paul Simba Arati,Q47493974,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Cornelly Serem,Q47493985,2013-03-28,2017-08-07,male,,,,Cornelly Serem
Kenya,Member of the National Assembly,Onesmas Kimani Ngunjiri,Q47493992,2013-03-28,2017-08-07,male,,,,Onesmas Ngunjiri
Kenya,Member of the National Assembly,Ronald Kiprotich Tonui,Q47494197,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,John Oroo Oyioka,Q47494200,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Gideon Ochanda Ogolla,Q47494201,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Mohamed Dahir Duale,Q47494238,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Alexander Kimutai Kigen Kosgey,Q47494265,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,George Peter Opondo Kaluma,Q47494313,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Cyprian Kubai Iringo,Q47494314,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Francis Munyua Waititu,Q47494331,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Mark Lomunokol,Q47494339,2013-03-28,2017-08-07,male,,,,Mark Lomunokol
Kenya,Member of the National Assembly,Joseph Wathigo Manje,Q47494350,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Metito Judah Katoo,Q47494354,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Oscar Kipchumba Sudi,Q47494377,2013-03-28,2017-08-07,male,,,,Oscar Sudi
Kenya,Member of the National Assembly,James Kipkosgei Murgor,Q47494393,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Paul Koinange,Q47494404,2013-03-28,2017-08-07,male,1949,2021-03-31,,Koinange Paul
Kenya,Member of the National Assembly,Jude L Kangethe Njomo,Q47494407,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Kenneth Odhiambo Okoth,Q47494410,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Jessica Nduku Kiko Mbalu,Q47494415,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Patrick Mweu Musimba,Q47494421,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Anthony Kimani Ichung`wah,Q47494431,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Chrisantus Wamalwa Wakhungu,Q47494460,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Kirui Joseph Limo,Q47494470,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Benson Makali Mulu,Q47494484,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Rachael Kaki Nyamai,Q47494506,2013-03-28,2017-08-07,female,,,,Rachael Kaki Nyamai
Kenya,Member of the National Assembly,Jimmy Nuru Ondieki Angwenyi,Q47494517,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Moses Kipkemboi Cheboi,Q47494557,2013-03-28,2017-08-07,male,1970,,,
Kenya,Member of the National Assembly,Mathias Nyamabe Robi,Q47494619,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Ferdinard Kevin Wanyonyi,Q47494623,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Sarah Paulata Korere,Q47494639,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Sharif Athman Ali,Q47494644,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Mishi Juma Khamisi Mboko,Q47494664,2013-03-28,2017-08-07,female,,,,
Kenya,Member of the National Assembly,Enoch Wamalwa Kibunguchy,Q47494669,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Ayub Savula Angatia,Q47494687,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Daniel Kitonga Maanzo,Q47494709,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Moses Malulu Injendi,Q47494713,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Aisha Jumwa Karisa Katana,Q47494720,2013-03-28,2017-08-07,female,,,,Aisha Jumwa
Kenya,Member of the National Assembly,John Muchiri Nyaga,Q47494735,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,David Kangogo Bowen,Q47494744,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,William Kipkemoi Kisang,Q47494748,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Geoffrey Makokha Odanga,Q47494758,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Stephen Mutinda Mule,Q47494770,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Patrick Makau King'ola,Q47494776,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Charles Muriuki Njagagua,Q47494778,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Silas Kipkoech Tiren,Q47494792,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,James Onyango K'Oyoo,Q47494809,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Johnson Manya Naicca,Q47494819,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Abdullswamad Sheriff Nassir,Q47494822,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Vincent Musyoka Musau,Q47494824,2013-03-28,2017-08-07,male,,,,
Kenya,Member of the National Assembly,Andrew Mwadime,Q47494827,2013-03-28,2017-08-07,male,,,,
